Date	ExpNo	File.Name	Well.Number	Organism	ChemA	ChemB	concA	concB	Lag.Phase	Obs.L	Pred.L	Diff.L	Growth.Rate	Obs.G	Pred.G	Diff.G	Yield	Obs.Y	Pred.Y	Diff.Y	Yield25h	Obs.Y25	Pred.Y25	Diff.Y25
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	149	S. cerevisiae	Salt	Clotrimazole	0	0.5	4.288168645	-4.491443997	NA	NA	0.04208748	58.7128675	NA	NA	1.674008936	46.95660353	NA	NA	1.315961	66.59320354	NA	NA
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	159	S. cerevisiae	Salt	Clotrimazole	0	0.65	4.215497523	-4.627743778	NA	NA	0.039039409	61.70297541	NA	NA	1.521615326	51.78541565	NA	NA	1.155819	71.77361106	NA	NA
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	169	S. cerevisiae	Salt	Clotrimazole	0	0.8	3.618424531	-5.747596018	NA	NA	0.036093011	64.59334436	NA	NA	1.529646903	51.53092351	NA	NA	1.101171	73.54141033	NA	NA
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	179	S. cerevisiae	Salt	Clotrimazole	0	1	3.189292126	-6.552463917	NA	NA	0.031195625	69.39759986	NA	NA	1.309086084	58.51971235	NA	NA	0.9431723	78.65248459	NA	NA
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	108	S. cerevisiae	Salt	Clotrimazole	300	0.15	7.516708584	1.563908916	1.549926066	0.013982851	0.085002936	16.6135046	13.86101783	2.752486763	2.948961914	6.557872768	1.742431621	4.815441147	3.054636	10.3490886	2.049282102	8.299806495
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	107	S. cerevisiae	Salt	Clotrimazole	500	0.15	9.24424324	4.804021229	6.243417485	-1.439396257	0.069291731	32.02594115	-2.517965846	34.543907	2.756475151	12.6570945	0.091886577	12.56520793	2.242993	36.60479606	0.20998746	36.3948086
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	106	S. cerevisiae	Salt	Clotrimazole	600	0.15	9.047367842	4.434767623	4.602709949	-0.167942326	0.058092541	43.01216346	38.69912888	4.313034582	2.325873896	26.30131859	1.725605761	24.57571283	1.727482	53.2809776	32.8606547	20.4203229
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	105	S. cerevisiae	Salt	Clotrimazole	700	0.15	9.388644416	5.074855755	6.157397678	-1.082541923	0.053381739	47.63338345	43.773823	3.859560458	2.282342166	27.6806845	4.567598302	23.1130862	1.525041	59.8297086	47.3486654	12.48104321
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	104	S. cerevisiae	Salt	Clotrimazole	800	0.15	9.77009866	5.79029992	8.736361956	-2.946062036	0.045054412	55.80235559	51.37462697	4.427728615	2.094523728	33.63198359	11.49091786	22.14106573	1.148368	72.01464225	68.75503786	3.259604384
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	103	S. cerevisiae	Salt	Clotrimazole	900	0.15	8.495672407	3.400024171	9.155586859	-5.755562688	0.031560454	69.03970838	47.51734263	21.52236575	1.26544553	59.90252647	14.24946846	45.65305802	0.7931663	83.5050043	86.16720504	-2.662200739
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	102	S. cerevisiae	Salt	Clotrimazole	1000	0.15	8.809165175	3.988001828	9.090403233	-5.102401406	0.025277463	75.20322097	53.44186634	21.76135463	0.959757298	69.58870063	17.76630516	51.82239547	0.6298078	88.78946186	90.55266294	-1.76320108
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	101	S. cerevisiae	Salt	Clotrimazole	1200	0.15	17.56493408	20.41006002	19.88497112	0.525088906	0.018397332	81.95251725	67.20385859	14.74865866	0.511382878	83.79609322	71.03995289	12.75614033	0.4197976	95.58304768	95.70997882	-0.126931138
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	118	S. cerevisiae	Salt	Clotrimazole	300	0.2	7.543921656	1.614948938	1.98519531	-0.370246371	0.082586524	18.98396527	14.98002102	4.003944249	3.050256103	3.348219731	1.94606639	1.402153341	2.980117	12.75969161	2.408709768	10.35098185
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	117	S. cerevisiae	Salt	Clotrimazole	500	0.2	8.81016215	3.989871724	6.65793578	-2.668064057	0.065626515	35.62145782	-1.18618867	36.80764649	2.573988914	18.43943507	0.298942033	18.14049303	2.074339	42.06055689	0.576164371	41.48439252
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	116	S. cerevisiae	Salt	Clotrimazole	600	0.2	9.220948379	4.760330084	5.02448217	-0.264152085	0.055411246	45.64247004	39.49546833	6.14700171	2.321964696	26.42518726	1.929275401	24.49591186	1.598498	57.45346005	33.10702082	24.34643923
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	115	S. cerevisiae	Salt	Clotrimazole	700	0.2	9.961697099	6.14965622	6.572296285	-0.422640065	0.050286169	50.6700874	44.50423877	6.165848629	2.404640019	23.80549998	4.765378029	19.04012195	1.347233	65.58159069	47.54186813	18.03972256
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	114	S. cerevisiae	Salt	Clotrimazole	800	0.2	10.31068458	6.804206707	9.1398584	-2.335651693	0.04157485	59.21574987	52.0063032	7.209446671	2.069587439	34.42212599	11.67434929	22.7477767	0.9678376	77.85459081	68.86969046	8.984900353
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	113	S. cerevisiae	Salt	Clotrimazole	900	0.2	9.382194009	5.062757564	9.557229818	-4.494472254	0.032368398	68.24712897	48.19912757	20.0480014	1.680553153	46.74924053	14.42718291	32.32205762	0.7634537	84.46617237	86.21796413	-1.751791761
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	112	S. cerevisiae	Salt	Clotrimazole	1000	0.2	12.5995445	11.09712388	9.492334384	1.6047895	0.027285156	73.23370663	54.04668774	19.18701889	1.334096372	57.72722517	17.93673111	39.79049406	0.5889986	90.10959204	90.5873297	-0.477737666
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	111	S. cerevisiae	Salt	Clotrimazole	1200	0.2	15.92757748	17.33908296	20.23917713	-2.900094164	0.01679581	83.52358431	67.62990248	15.89368184	0.5025639	84.0755353	71.0999714	12.97556391	0.4188964	95.61220045	95.72572094	-0.113520489
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	128	S. cerevisiae	Salt	Clotrimazole	300	0.3	7.355748348	1.262016714	0.730414489	0.531602224	0.07290639	28.48001945	19.87002892	8.609990529	2.569293439	18.58821799	6.984861945	11.60335605	2.387429	31.93245938	7.636088563	24.29637082
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	127	S. cerevisiae	Salt	Clotrimazole	500	0.3	8.090514859	2.640122797	5.462975159	-2.822852362	0.05558565	45.47138348	4.633634712	40.83774877	2.25353764	28.59339759	5.422380015	23.17101758	1.676737	54.92251936	5.901701607	49.02081775
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	126	S. cerevisiae	Salt	Clotrimazole	600	0.3	8.515598506	3.437396967	3.808610154	-0.371213186	0.046822908	54.0674901	42.97544611	11.09204399	2.144833624	32.03784169	6.968933812	25.06890788	1.31505	66.62267333	36.69007562	29.9325977
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	125	S. cerevisiae	Salt	Clotrimazole	700	0.3	7.37686217	1.301617166	5.376239311	-4.074622145	0.038320591	62.40812488	47.69613218	14.71199271	1.686843321	46.54992746	9.659294797	36.89063266	1.06944	74.56787129	50.35173493	24.21613636
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	124	S. cerevisiae	Salt	Clotrimazole	800	0.3	8.002265845	2.474605586	7.976671233	-5.502065647	0.028917503	71.63240106	54.76670798	16.86569308	1.512762547	52.0659288	16.21322785	35.85270095	0.7308164	85.52195108	70.53715402	14.98479706
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	123	S. cerevisiae	Salt	Clotrimazole	900	0.3	7.91300989	2.307199789	8.399385819	-6.092186031	0.02440027	76.0637326	51.17850581	24.88522679	1.267305076	59.84360408	18.82459884	41.01900523	0.6331411	88.68163348	86.95618495	1.725448535
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	122	S. cerevisiae	Salt	Clotrimazole	1000	0.3	12.99917469	11.8466583	8.333659597	3.512998707	0.022730055	77.70218633	56.68973779	21.01244854	0.9040479	71.35393356	22.15379839	49.20013518	0.5198481	92.34653032	91.09150987	1.25502045
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	121	S. cerevisiae	Salt	Clotrimazole	1200	0.3	17.27159108	19.85987466	19.21808291	0.64179175	0.014002496	86.2637791	69.49170054	16.77207855	0.348349854	88.96203058	72.58508607	16.37694451	0.3961931	96.34662582	95.95466838	0.391957436
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	138	S. cerevisiae	Salt	Clotrimazole	300	0.4	4.960609528	-3.230233995	-1.861686164	-1.368547831	0.036475216	64.21840751	55.61761485	8.600792657	1.360883176	56.87844651	34.60288395	22.27556255	1.060048	74.87169157	53.50558559	21.36610598
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	137	S. cerevisiae	Salt	Clotrimazole	500	0.4	5.780996409	-1.691540908	2.994449854	-4.685990763	0.02779369	72.73484285	47.17848144	25.55636141	1.181399763	62.56563829	33.50433361	29.06130469	0.7622055	84.50655019	52.63252484	31.87402535
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	136	S. cerevisiae	Salt	Clotrimazole	600	0.4	6.008067604	-1.265652968	1.296886516	-2.562539484	0.025539749	74.94592202	68.4152424	6.530679626	1.107560486	64.90534268	34.5916852	30.31365748	0.673958	87.36125422	68.13086611	19.23038811
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	135	S. cerevisiae	Salt	Clotrimazole	700	0.4	6.888690103	0.386016243	2.905449183	-2.51943294	0.022261118	78.16220596	71.0299358	7.132270159	1.113765553	64.70872615	36.48322515	28.225501	0.6281451	88.84324827	75.00791191	13.83533637
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	134	S. cerevisiae	Salt	Clotrimazole	800	0.4	11.92794619	9.837494185	5.573782882	4.263711303	0.022319738	78.10470077	74.94618604	3.158514727	0.9227077	70.76267079	41.0911667	29.67150409	0.5173567	92.42712422	85.16890689	7.25821733
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	133	S. cerevisiae	Salt	Clotrimazole	900	0.4	13.3339238	12.47450372	6.007535279	6.466968437	0.020525529	79.86479001	72.95875277	6.906037243	0.791408	74.92309186	42.92717034	31.99592151	0.4860023	93.4414026	93.43396644	0.007436168
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	132	S. cerevisiae	Salt	Clotrimazole	1000	0.4	14.74413572	15.11945501	5.94009283	9.179362178	0.017522308	82.81090158	76.01131372	6.799587867	0.5784161	81.67204854	45.26786513	36.40418341	0.4370804	95.02396919	95.51561833	-0.491649131
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	131	S. cerevisiae	Salt	Clotrimazole	1200	0.4	NA	NA	17.10872727	NA	0.013694268	86.56614668	83.10206433	3.464082355	0.319731355	89.86884917	80.72511265	9.143736522	0.4014876	96.1753549	97.9636492	-1.788294306
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	148	S. cerevisiae	Salt	Clotrimazole	300	0.5	4.361787118	-4.35336739	-3.085164948	-1.268202442	0.031190145	69.40297575	60.86144361	8.54153214	1.040719256	67.02330381	43.28923053	23.73407327	0.8663272	81.13833424	64.29906322	16.83927102
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	147	S. cerevisiae	Salt	Clotrimazole	500	0.5	5.232434352	-2.720407489	1.829298981	-4.549706471	0.02906214	71.49051372	53.41940331	18.07111041	1.139845461	63.88234651	42.33659471	21.5457518	0.8151233	82.79472088	63.62867975	19.16604112
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	146	S. cerevisiae	Salt	Clotrimazole	600	0.5	6.357353998	-0.610541858	0.111345908	-0.721887766	0.024700883	75.76883666	72.14701705	3.621819607	1.001758441	68.25783361	43.27951925	24.97831437	0.6392789	88.48308279	75.52914799	12.9539348
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	145	S. cerevisiae	Salt	Clotrimazole	700	0.5	5.523169101	-2.175114092	1.739229307	-3.914343399	0.022448224	77.97865838	74.45278149	3.525876891	1.002232015	68.24282774	44.91981614	23.32301161	0.6132954	89.3236188	80.80971729	8.513901515
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	144	S. cerevisiae	Salt	Clotrimazole	800	0.5	9.366193044	5.032746633	4.439612836	0.593133797	0.020019769	80.36093318	77.90632236	2.454610826	0.872425869	72.35592339	48.91570964	23.44021375	0.543063	91.5955553	88.61188114	2.983674156
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	143	S. cerevisiae	Salt	Clotrimazole	900	0.5	12.02516424	10.01983345	4.878575109	5.141258343	0.017166897	83.15955401	76.15370656	7.005847448	0.646943	79.50067451	50.50784681	28.9928277	0.4697394	93.96748851	94.95824279	-0.990754275
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	142	S. cerevisiae	Salt	Clotrimazole	1000	0.5	13.50869099	12.80229183	4.810322598	7.99196923	0.015199115	85.08991579	78.845604	6.244311788	0.4965667	84.26556527	52.53763972	31.72792554	0.4426024	94.84533891	96.55664818	-1.711309262
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	141	S. cerevisiae	Salt	Clotrimazole	1200	0.5	NA	NA	16.11310548	NA	NA	NA	85.09857445	NA	0.282613605	91.0449788	83.28529209	7.759686708	0.4023728	96.1467197	98.43637925	-2.289659546
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	158	S. cerevisiae	Salt	Clotrimazole	300	0.65	4.713984091	-3.692797286	-3.219630363	-0.473166923	0.030659836	69.92320056	63.69594675	6.227253806	1.06950897	66.11106004	48.45190241	17.65915764	0.8629389	81.24794181	69.83522415	11.41271765
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	157	S. cerevisiae	Salt	Clotrimazole	500	0.65	5.576201307	-2.075648474	1.701244046	-3.77689252	0.028760985	71.78594213	56.79287592	14.99306621	1.100301236	65.13536251	47.5859899	17.54937261	0.7906089	83.58773322	69.26879737	14.31893585
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	156	S. cerevisiae	Salt	Clotrimazole	600	0.65	5.902389586	-1.463859497	-0.018949943	-1.444909554	0.022844836	77.58958843	74.16419334	3.425395095	0.910062805	71.1633426	48.44307519	22.72026741	0.6342545	88.64561629	79.32385444	9.321761849
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	155	S. cerevisiae	Salt	Clotrimazole	700	0.65	6.066829768	-1.155440411	1.611056884	-2.766497296	0.019386108	80.98254365	76.30296908	4.679574569	0.856256545	72.86827184	49.93404745	22.9342244	0.5590122	91.07961722	83.78556339	7.294053828
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	154	S. cerevisiae	Salt	Clotrimazole	800	0.65	11.60622501	9.234083563	4.314962823	4.91912074	0.01931992	81.04747316	79.50639667	1.541076489	0.7696854	75.61140388	53.5661743	22.04522959	0.4995986	93.00157811	90.37784205	2.623736057
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	153	S. cerevisiae	Salt	Clotrimazole	900	0.65	14.02091111	13.76299656	4.754497683	9.008498877	0.016940758	83.38139228	77.88070929	5.50068299	0.5660681	82.0633128	55.01337106	27.04994173	0.4430639	94.83040993	95.74007043	-0.909660507
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	152	S. cerevisiae	Salt	Clotrimazole	1000	0.65	12.35122765	10.63138824	4.686156143	5.945232093	0.014970002	85.31467215	80.3776534	4.937018751	0.5224245	83.44622344	56.85838153	26.58784191	0.4560771	94.40944803	97.09061035	-2.681162317
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	151	S. cerevisiae	Salt	Clotrimazole	1200	0.65	NA	NA	16.0036825	NA	0.012458609	87.77830729	86.17776953	1.60053776	0.311632484	90.12547361	84.80691758	5.31855603	0.4157487	95.71402489	98.67885065	-2.96482576
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	168	S. cerevisiae	Salt	Clotrimazole	300	0.8	4.198030216	-4.660504937	-4.324411276	-0.336093662	0.028996156	71.55524367	66.43590134	5.119342333	1.008486405	68.04464834	48.17981491	19.86483344	0.8190392	82.66804606	71.72442326	10.94362281
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	167	S. cerevisiae	Salt	Clotrimazole	500	0.8	4.859358579	-3.420137245	0.649132264	-4.069269509	0.028750383	71.79634312	60.05382193	11.74252119	1.108190656	64.88537483	47.30933184	17.57604299	0.8275658	82.39222047	71.19347139	11.19874908
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	166	S. cerevisiae	Salt	Clotrimazole	600	0.8	5.14462362	-2.88510267	-1.089473315	-1.795629354	0.022812116	77.62168591	76.11408407	1.507601841	0.902022511	71.41811095	48.17094109	23.24716986	0.6454518	88.28339665	80.61878717	7.664609477
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	165	S. cerevisiae	Salt	Clotrimazole	700	0.8	5.778427281	-1.696359487	0.55797981	-2.254339297	0.021378218	79.02831601	78.09144124	0.936874768	0.913466036	71.05550628	49.66978319	21.38572309	0.5975734	89.83220723	84.80106237	5.031144857
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	164	S. cerevisiae	Salt	Clotrimazole	800	0.8	6.477827731	-0.38458493	3.290826209	-3.675411139	0.019482345	80.88813674	81.05309842	-0.164961679	0.7715691	75.55171612	53.32108158	22.23063455	0.5074522	92.74752328	90.98047116	1.767052113
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	163	S. cerevisiae	Salt	Clotrimazole	900	0.8	12.32972554	10.59105951	3.735065502	6.855994005	0.017852821	82.48667307	79.55010559	2.936567475	0.6805109	78.43702701	54.77591711	23.66110989	0.4884166	93.36330281	96.00686688	-2.643564077
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	162	S. cerevisiae	Salt	Clotrimazole	1000	0.8	13.22615805	12.27238151	3.665992488	8.606389026	0.013642804	86.61663185	81.8585993	4.758032555	0.4281552	86.43328268	56.63066614	29.80261654	0.4302216	95.2458434	97.27282342	-2.026980017
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	161	S. cerevisiae	Salt	Clotrimazole	1200	0.8	NA	NA	15.10465266	NA	NA	NA	87.22096665	NA	0.2492761	92.10132591	84.72672359	7.374602326	0.3922409	96.47447489	98.76159332	-2.287118432
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	178	S. cerevisiae	Salt	Clotrimazole	300	1	4.09755762	-4.848948332	-5.118447007	0.269498675	0.025981297	74.51277115	70.99014411	3.522627038	0.883283794	72.01187432	55.65180235	16.36007197	0.7467137	85.00769191	77.18648962	7.82120229
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	177	S. cerevisiae	Salt	Clotrimazole	500	1	4.780140133	-3.568716994	-0.107048748	-3.461668246	0.023656785	76.79307968	65.47403579	11.31904389	0.830774695	73.67570115	54.90683483	18.76886632	0.6348115	88.62759798	76.75810309	11.86949489
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	176	S. cerevisiae	Salt	Clotrimazole	600	1	4.756055528	-3.613889359	-1.858887231	-1.755002127	0.021186645	79.21624689	79.35511435	-0.138867459	0.87931937	72.13749284	55.64420806	16.49328478	0.6035094	89.64018453	84.36270623	5.277478301
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	175	S. cerevisiae	Salt	Clotrimazole	700	1	4.997960233	-3.160180131	-0.198894983	-2.961285149	0.019551018	80.82077036	81.06416803	-0.243397676	0.830565631	73.68232562	56.9269311	16.75539452	0.5683881	90.77631775	87.7370805	3.039237254
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	174	S. cerevisiae	Salt	Clotrimazole	800	1	5.137367804	-2.898711462	2.554751703	-5.453463165	0.018506374	81.84554835	83.6239641	-1.77841575	0.712789237	77.41424116	60.05174631	17.36249484	0.5288689	92.05471793	92.7227969	-0.668078969
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	173	S. cerevisiae	Salt	Clotrimazole	900	1	5.099196834	-2.970303791	3.002372197	-5.972675988	0.015281527	85.00907124	82.32490925	2.684161987	0.5441111	82.75905213	61.29680813	21.46224399	0.4579503	94.34885219	96.77823074	-2.429378553
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	172	S. cerevisiae	Salt	Clotrimazole	1000	1	5.047934451	-3.066449983	2.932773454	-5.999223437	0.013211207	87.04002143	84.32016824	2.719853182	0.4081676	87.06661872	62.88411965	24.18249907	0.4284008	95.30474416	97.79963918	-2.494895015
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	171	S. cerevisiae	Salt	Clotrimazole	1200	1	NA	NA	14.45849575	NA	NA	NA	88.95492712	NA	0.288169056	90.86894629	86.92898762	3.939958677	0.4054775	96.04628627	99.00081955	-2.954533277
1082017	198	P197 P198 VMU 01082017 Trimmed F.csv	110, 120, 130, 140	Blank	Salt	Clotrimazole	0	0	60	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0.2832563	NA	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	50,60,70, 80, 89, 90, 91-100	S. cerevisiae	Salt	Clotrimazole	0	0	6.741028197	0	NA	NA	0.145342924	0	NA	NA	4.15213402	0	NA	NA	4.25301275	0	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	88	S. cerevisiae	Salt	Clotrimazole	300	0	7.076274029	0.629463583	NA	NA	0.134692998	7.327446907	NA	NA	4.20344203	-1.23570216	NA	NA	4.304958	-1.25021408	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	87	S. cerevisiae	Salt	Clotrimazole	500	0	7.478802978	1.385259152	NA	NA	0.12735692	12.37487409	NA	NA	4.487704635	-8.081883031	NA	NA	4.375932	-2.958410578	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	86	S. cerevisiae	Salt	Clotrimazole	600	0	9.067879577	4.368937854	NA	NA	0.103024194	29.11647039	NA	NA	4.216315188	-1.545739307	NA	NA	2.946697	31.44030193	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	85	S. cerevisiae	Salt	Clotrimazole	700	0	8.998858841	4.239343283	NA	NA	0.094538076	34.95515735	NA	NA	4.114093564	0.916166368	NA	NA	2.531292	41.43823591	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	84	S. cerevisiae	Salt	Clotrimazole	800	0	9.356639677	4.911118995	NA	NA	0.087003788	40.13895836	NA	NA	4.274757646	-2.953267538	NA	NA	2.043807	53.17098551	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	83	S. cerevisiae	Salt	Clotrimazole	900	0	10.11093271	6.327393115	NA	NA	0.072537919	50.091881	NA	NA	4.141014159	0.267810747	NA	NA	1.206389	73.32589428	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	82	S. cerevisiae	Salt	Clotrimazole	1000	0	10.15818808	6.41612065	NA	NA	0.070037639	51.81214363	NA	NA	4.310029611	-3.802757578	NA	NA	1.059268	76.86679062	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	81	S. cerevisiae	Salt	Clotrimazole	1200	0	10.68833539	7.411534725	NA	NA	0.054501629	62.50135348	NA	NA	4.167420693	-0.368164245	NA	NA	0.352312	93.88175052	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	9	S. cerevisiae	Salt	Clotrimazole	0	0.15	6.718671174	-0.041977946	NA	NA	0.136626176	5.997366374	NA	NA	4.177585647	-0.612977002	NA	NA	4.276369	-0.562136338	NA	NA
1082017	201	P201 P202 VMU 01082017 Trimmed F.csv	19	S. cerevisiae	Salt	Clotrimazole	0	0.2	6.774517724	0.062880536	NA	NA	0.131756744	9.347672044	NA	NA	3.863031007	6.962757251	NA	NA	3.968974	6.836221688	NA	NA
